"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
3.789281750E0;2.285789157E-1;1.253526092E-2;-6.391299069E-2
3.799260750E0;4.369960472E-1;1.690587920E-1;-8.634349465E-2
3.809270750E0;6.822601390E-1;1.644237041E-1;-1.225588095E-1
3.819280750E0;5.071792996E-1;-1.401443106E-1;-3.086043477E-2
3.829289750E0;4.299165308E-2;-2.412964636E-1;1.411816067E-1
3.839299750E0;-3.398944066E-1;-6.789903760E-2;4.502116317E-1
3.849278750E0;-2.695640968E-1;-6.975260496E-2;6.962536955E-1
3.859288750E0;1.017437451E-1;1.708264053E-2;3.414914274E-1
3.869298750E0;2.938053373E-1;7.213885367E-2;-1.496501291E-1
3.879308750E0;1.766948171E-1;1.714532268E-1;-1.186581320E-1
3.889317750E0;-3.370061745E-1;3.356155604E-1;-3.593874156E-2
3.899297750E0;-5.103346033E-1;4.497707516E-1;-7.087994814E-2
3.909306750E0;-8.101814300E-2;6.632496715E-2;-6.932751238E-2
3.919316750E0;-8.329373315E-2;-1.961857796E-1;-1.598277926E-2
3.929326750E0;-2.202353776E-3;8.402682781E-2;-5.163500726E-2
3.939305750E0;-1.022023129E-1;1.624999702E-1;-1.614550728E-1
3.949315750E0;-1.597247355E-1;2.598110873E-1;-6.565370679E-2
