"Time (s)"	"X (hPa)"
5.807142322E2	9.706250000E2
5.816687312E2	9.706250000E2
5.826232732E2	9.706248474E2
5.835779002E2	9.706224823E2
5.845324382E2	9.706211853E2
5.854869482E2	9.706194305E2
5.864418112E2	9.706178284E2
5.873966582E2	9.706178284E2
5.883514972E2	9.706182861E2
5.893063252E2	9.706194305E2
5.902612602E2	9.706227112E2
5.912161932E2	9.706266785E2
5.921711862E2	9.706299591E2
5.931261812E2	9.706332397E2
5.940811482E2	9.706359100E2
5.950360252E2	9.706372833E2
5.959909592E2	9.706381989E2
5.969460122E2	9.706401062E2
5.979010822E2	9.706409454E2
5.988561382E2	9.706419373E2
5.998112192E2	9.706424713E2
6.007662972E2	9.706428528E2
6.017212312E2	9.706431580E2
6.026762612E2	9.706431580E2
6.036312082E2	9.706426239E2
6.045863362E2	9.706404114E2
6.055414512E2	9.706397247E2
6.064966482E2	9.706395721E2
6.074517732E2	9.706388855E2
6.084069802E2	9.706388855E2
6.093621692E2	9.706395721E2
6.103174502E2	9.706395721E2
6.112727322E2	9.706381989E2
6.122280852E2	9.706371307E2
6.131833972E2	9.706367493E2
6.141387412E2	9.706338501E2
6.150940742E2	9.706334686E2
6.160494072E2	9.706269836E2
6.170049932E2	9.706152344E2
6.179605632E2	9.706017303E2
