"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
9.008825000E-1;2.236184359E0;1.077390790E0;8.868123055E0
9.198355000E-1;2.007538080E0;8.236053586E-1;8.585607529E0
9.298765000E-1;1.656787634E0;5.003881454E-1;8.640673637E0
9.420420000E-1;1.685518026E0;2.513911724E-1;9.660603523E0
9.599905000E-1;1.685518026E0;2.513911724E-1;9.660603523E0
9.805155000E-1;1.717839718E0;3.375824392E-1;9.733627319E0
9.910225000E-1;1.923741102E0;4.225766063E-1;9.719262123E0
1.010020500E0;2.369062662E0;9.085995555E-1;9.403226852E0
1.029955500E0;2.202665567E0;9.133879542E-1;8.840589523E0
1.040869500E0;1.857900500E0;7.230489254E-1;8.556877136E0
1.059979500E0;1.553836942E0;1.951274425E-1;8.962694168E0
1.070642000E0;1.756146908E0;1.735796183E-1;9.624691010E0
1.081736500E0;1.756146908E0;1.735796183E-1;9.624691010E0
1.100106500E0;1.991975784E0;3.387795389E-1;9.373299599E0
1.110116500E0;2.249352455E0;4.608838260E-1;9.454702377E0
1.125221500E0;2.395398855E0;8.283938169E-1;9.245209694E0
1.150099500E0;2.172738075E0;5.422866940E-1;8.941145897E0
1.160802500E0;2.187103271E0;5.841852427E-1;1.017655468E1
1.179832500E0;1.866280198E0;1.879448295E-1;1.070327854E1
1.190398500E0;1.434126854E0;2.047042400E-1;9.744400978E0
1.211260500E0;1.499967337E0;5.434837937E-1;9.047688484E0
1.223153500E0;1.675941229E0;5.937620401E-1;8.965087891E0
1.240474500E0;1.499967337E0;3.280056417E-1;8.933963776E0
1.261898500E0;1.580173135E0;3.842693865E-1;9.285911560E0
1.275106000E0;1.685518026E0;2.394201756E-1;1.002691650E1
1.290140500E0;1.813607812E0;1.340752989E-1;1.028429317E1
1.300262500E0;1.805228114E0;1.783680320E-1;1.037048435E1
1.319807500E0;1.155202270E0;-5.147533491E-2;9.142259598E0
1.329894500E0;8.583213091E-1;-9.337386489E-2;8.513781548E0
1.349856500E0;8.559271097E-1;-1.508347094E-1;8.542511940E0
1.369824500E0;1.723825216E0;2.011129409E-1;8.732851028E0
1.389869500E0;2.673126221E0;5.518634915E-1;9.897629738E0
1.399912500E0;2.677914619E0;5.039794445E-1;1.004607010E1
1.419896500E0;1.403002143E0;-5.267243832E-2;9.245209694E0
1.429914500E0;7.433996201E-1;-4.153940082E-1;8.930372238E0
1.449857500E0;7.158663273E-1;-5.135562420E-1;9.743204117E0
1.469855500E0;1.814804912E0;8.978256583E-2;9.937133789E0
1.480021500E0;2.324769735E0;3.208230138E-1;1.024598598E1
1.490637500E0;2.437297344E0;3.303998411E-1;1.018253994E1
1.510644500E0;1.953668594E0;-9.816227108E-2;9.393650055E0
1.529995500E0;2.144007683E0;-8.020575345E-2;9.473855972E0
1.540096500E0;2.093729496E0;9.576806799E-3;9.173383713E0
1.559862500E0;1.033097982E0;-9.337386489E-1;1.025436592E1
1.569947500E0;5.207388401E-1;-1.480813742E0;1.047702694E1
1.590089500E0;5.925649405E-1;-1.740584612E0;9.431957245E0
1.609889500E0;1.946485996E0;-5.566518903E-1;7.854178905E0
1.629866500E0;1.912967205E0;-7.074866295E-1;7.572859764E0
1.640803500E0;1.306037068E0;-1.533486247E0;7.794323444E0
