"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
6.908718750E-1;2.368871212E0;2.864394188E0;8.686403275E0
7.027828130E-1;2.323553801E0;2.827724695E0;9.125480652E0
7.146953130E-1;2.204514027E0;2.574686289E0;8.350112915E0
7.266062500E-1;2.038222075E0;2.363689899E0;7.424936295E0
7.385187500E-1;2.059272051E0;2.367817640E0;6.888979912E0
7.504296880E-1;2.039534092E0;1.998899937E0;7.854973793E0
7.623437500E-1;2.791620016E0;1.914068460E0;8.229043961E0
7.742531250E-1;3.364734411E0;2.565435171E0;6.914703846E0
7.861671880E-1;2.922870159E0;2.533745289E0;7.240420341E0
7.980750000E-1;2.503444433E0;2.083137512E0;7.897858620E0
8.099875000E-1;2.945155382E0;1.962977290E0;8.911965370E0
8.218984380E-1;3.745115757E0;2.078655481E0;9.611991882E0
8.338109380E-1;3.501069784E0;2.130475521E0;9.891490936E0
8.457218750E-1;3.153173208E0;1.994159341E0;9.260848999E0
8.576328130E-1;2.741849422E0;2.116723299E0;8.438440323E0
8.695453130E-1;2.778768063E0;2.597335339E0;8.397192955E0
8.814578130E-1;2.892071009E0;2.838249445E0;8.880228043E0
8.933703130E-1;2.685317278E0;2.356976509E0;9.506512642E0
9.052796880E-1;2.300856352E0;1.698647857E0;9.640013695E0
9.171921880E-1;2.206266403E0;1.627013326E0;9.116449356E0
9.291031250E-1;2.485526085E0;1.792931557E0;8.657202721E0
9.410156250E-1;2.793947220E0;1.858417749E0;8.879050255E0
9.529265630E-1;2.526141405E0;2.008629799E0;9.143093109E0
9.648578130E-1;2.703503847E0;1.968618035E0;8.964264870E0
9.767500000E-1;2.480881453E0;1.361802697E0;9.378059387E0
9.886625000E-1;2.784868479E0;1.000038862E0;1.016878700E1
1.000573438E0;2.674562693E0;9.130527377E-1;1.032826042E1
1.012487500E0;3.274310350E0;1.382364154E0;1.037869263E1
1.024407813E0;4.226445675E0;1.868808508E0;1.027683258E1
1.036307813E0;4.597863197E0;2.100471497E0;9.655959129E0
1.048220313E0;4.718262672E0;2.116685152E0;8.606618881E0
1.060137500E0;4.419274807E0;1.719094276E0;7.851525784E0
1.072048438E0;3.906925201E0;1.325027823E0;7.189404964E0
1.083954688E0;3.545717001E0;1.195166349E0;6.745519638E0
1.095865625E0;3.286444187E0;7.888894677E-1;7.130420685E0
1.107778125E0;3.015362978E0;5.039315820E-1;8.006517410E0
1.119693750E0;3.012259960E0;4.250378311E-1;8.524851799E0
1.131606250E0;3.966473818E0;6.176178455E-1;9.119658470E0
1.143512500E0;4.608732700E0;5.928043127E-1;8.947007179E0
1.155423438E0;4.811071873E0;4.789361060E-1;7.983072758E0
1.167335938E0;4.632148266E0;4.196748435E-1;6.612076283E0
1.179246875E0;3.840175152E0;4.160356522E-1;5.475577831E0
1.191160938E0;3.365088940E0;4.537012279E-1;4.848009109E0
1.203070313E0;4.004762173E0;5.796458125E-1;5.139958382E0
1.214981250E0;4.684925556E0;4.352945983E-1;6.281532764E0
1.226893750E0;5.546139717E0;5.626757145E-1;7.529352665E0
1.238832813E0;6.441072941E0;6.144287586E-1;8.493325233E0
1.250715625E0;7.036931992E0;1.817965209E-1;9.330941200E0
1.262628125E0;7.103519917E0;1.395532191E-1;9.398409843E0
1.274540625E0;7.536132812E0;4.017183185E-1;9.433795929E0
1.286451563E0;7.816733360E0;6.207877994E-1;9.241005898E0
1.298370313E0;7.911802292E0;7.299059033E-1;8.151911736E0
1.310279688E0;8.257869720E0;6.927574277E-1;7.594378948E0
1.322187500E0;7.852962494E0;5.135275126E-1;7.538996696E0
1.334098438E0;7.633988857E0;4.885129258E-2;7.948864937E0
1.346009375E0;8.949678421E0;1.688103825E-1;9.143485069E0
1.357920313E0;9.200323105E0;8.995494992E-2;9.207515717E0
1.369831250E0;9.128190041E0;-2.778231539E-2;8.128985405E0
1.381743750E0;8.959016800E0;1.345732808E-1;7.064082623E0
1.393654688E0;8.391744614E0;-1.142417267E-1;6.988033295E0
1.405567188E0;9.149259567E0;-1.090032086E-1;7.232347012E0
1.417484375E0;9.532332420E0;3.401011229E-1;6.352994919E0
1.429389063E0;9.144509315E0;1.418325007E-1;5.039918900E0
1.441301563E0;9.243074417E0;-4.588152468E-1;5.665955067E0
1.453214063E0;9.141214371E0;-9.696708322E-1;6.419075012E0
1.465125000E0;1.065151596E1;-6.928245425E-1;6.468874454E0
1.477042188E0;1.224615002E1;5.950835943E-1;5.619843006E0
1.488948438E0;1.411841583E1;2.044159889E0;2.344536304E0
1.500859375E0;1.352241325E1;2.081250668E0;1.357244253E0
1.512771875E0;1.270513725E1;1.549441218E0;3.135810614E0
1.524682813E0;1.201074219E1;7.252036929E-1;4.434923172E0
1.536593750E0;1.318783760E1;4.518816173E-1;4.615331650E0
1.548506250E0;1.286888218E1;3.206793964E-1;3.954186916E0
1.560417188E0;1.086089325E1;-5.254123807E-1;2.683229685E0
1.572329688E0;9.188458443E0;-1.290647149E0;1.464954615E0
1.584240625E0;9.569269180E0;-1.523679614E0;1.577960968E0
1.596153125E0;1.063643265E1;-1.435630322E0;1.753790975E0
1.608065625E0;1.137075329E1;-1.853868604E0;1.877092361E0
1.619976563E0;1.266934013E1;-1.821958780E0;2.476542950E0
1.631887500E0;1.270927525E1;-1.777934194E0;1.824870110E0
1.643800000E0;1.134479141E1;-2.034410715E0;1.142024636E0
1.655714063E0;8.641401291E0;-2.483342648E0;6.477751583E-2
1.667621875E0;6.535260677E0;-3.054733038E0;2.768271863E-1
1.679534375E0;4.294785976E0;-3.743257761E0;1.070332646E0
1.691445313E0;4.862843513E0;-3.472559929E0;2.564017534E0
1.703357813E0;6.129712105E0;-2.954023361E0;1.971376061E0
1.715268750E0;6.128275394E0;-2.377145529E0;-4.217912853E-1
1.727179688E0;4.793795109E0;-1.638591647E0;-1.845124960E0
1.739092188E0;4.689772129E0;-2.029047489E0;-2.404879808E0
1.751003125E0;4.142217636E0;-1.352331281E0;-2.755956173E0
1.762915625E0;4.106448650E0;-3.054570198E0;-1.801052570E0
1.774832813E0;3.166168928E0;-3.774430275E0;-2.843737006E-1
1.786739063E0;5.458176613E0;-7.498764038E0;2.302101612E0
1.798648438E0;7.143981934E0;-9.519872665E0;3.867038012E0
1.810560938E0;1.072755527E1;-9.639966011E0;2.881804943E0
