"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
3.845628187E0;1.788613349E-1;-1.693859458E0;3.896622062E-1
3.857539125E0;2.746799290E-1;-1.544808388E0;4.109552205E-1
3.869450062E0;3.162012994E-1;-1.330813527E0;3.502701223E-1
3.881362562E0;3.268478215E-1;-1.203055501E0;2.778738737E-1
3.893273500E0;3.438822329E-1;-1.261611223E0;1.298874021E-1
3.905184437E0;4.375714958E-1;-1.453248382E0;-2.981022373E-2
3.917096937E0;6.515663266E-1;-1.823746920E0;-2.054776102E-1
3.929007875E0;7.718718648E-1;-2.068616629E0;-2.810678184E-1
3.940920375E0;7.569667697E-1;-2.177211046E0;-2.597748041E-1
3.952831312E0;6.238853931E-1;-2.062228680E0;-2.182534188E-1
3.964743812E0;5.238082409E-1;-1.880173326E0;-2.597748041E-1
3.976654750E0;4.993212521E-1;-1.721540451E0;-2.704213262E-1
3.988565687E0;4.503473043E-1;-1.591652989E0;-3.704984784E-1
4.000486000E0;5.280668139E-1;-1.886561275E0;-3.044901490E-1
4.012389125E0;4.684463739E-1;-1.845039964E0;-3.225892186E-1
4.024301625E0;3.747570813E-1;-1.577812552E0;-2.757445574E-1
4.036212562E0;3.683691919E-1;-1.304197311E0;-3.715631366E-1
4.048123500E0;4.833514690E-1;-1.148758292E0;-6.015277505E-1
4.060036000E0;7.984881401E-1;-1.220089912E0;-7.910355926E-1
4.071946937E0;1.178568482E0;-1.312714458E0;-7.250272036E-1
4.083859437E0;1.514998198E0;-1.088073134E0;-3.215245605E-1
4.095770375E0;1.645950198E0;-6.749886274E-1;7.346090674E-2
4.107701625E0;1.622527838E0;-4.301189482E-1;1.990897059E-1
4.119593812E0;1.439407945E0;-3.321710527E-1;2.086715698E-1
4.131504750E0;1.172180533E0;-5.195496082E-1;2.842617631E-1
4.143417250E0;1.048681021E0;-9.730908871E-1;1.277581006E-1
4.155328187E0;9.762848020E-1;-1.342524767E0;-2.129301615E-2
4.167240687E0;1.017806172E0;-1.483058572E0;-1.628915817E-1
4.179151625E0;9.869313240E-1;-1.386175394E0;-2.778738737E-1
